,clean_comment,On-hold or not
4330, the follow two boolean check be tack on this could probably be smooth out ,0
4331, notes this be break pron find public but less specific method over non public but more specific one findmostspecficmethod need to be rewrite to eliminate findaccessiblemethod pron should implement the findmostspecificmethod that use the publiconly flag findmostspecificmethod should also operate in two pass to give standard java assignable match priority over extended bsh type match ,0
4332, unixworkaround constructor,0
4333, drag and drop support pron d just move the code to jedittextarea but pron depend on jdk 1 4 api,0
4334, next version remove this,1
4335, compatibility kludge for jedit 3 1 and early,0
4336, stupid scrollbar policy be an attempt to work around bug people have be see with ibm s jdk 7 sep 2000,0
4337, this be a weird hack pron do not want c e a to insert a in the search bar if the search bar have focus ,0
4338, aha this be probably the only way to fix this,0
4339, this be a dirty hack and pron rely on the fact that update for parent be send before update for the change node pron if this be not the case the browser would not be update properly on delete etc to avoid cause 1 request error do not reload directory if request already active,0
4340, pron consume this to work around the bug where a tab window switching activate the menu bar on windows ,0
4341, pron guess translate event do not have the evt field set so consume will not work pron do not think this be a problem as nothing use translation anyway,0
4342, this be a hack and really need to be do well ,0
4343, copy and paste from resyntaxmatcher to make syntax package independent of jedit pron,0
4344, stupidity,0
4345, this do not seem very correct but pron fix a problem when set the initial caret position for a buffer eg from the recent file list,0
4346, do not try this at home,0
4347, silly that pron reference the vertical scroll bar here directly pron do this so that the horizontal scroll bar be flush with the vertical scroll bar,0
4348, xxx clean up this conditional,0
4349, temporary hack to support inner class if the obj be a non static inner class then import the context this be not a sufficient emulation of inner class replace this later ,0
4350, workaround for swing s annoying processing of label start with html which often break,0
4351, fucking gtk look and feel,0
4352, hack so that select all do not change current buffer,0
4353, if an occurence occur at the beginning of the selection the selection start will get move this suck so pron hack to avoid pron ,0
4354, silly bug workaround 8694 if pron look at the above code note that pron restore the save caret position first then scroll to the saved location however the caret change can pron result in scroll to a different location than what be save and since movecaretposition call updatebrackethighlight the bracket highlight s out of bound calculation will rely on a different set of physical first last line than what pron will end up with eventually instead of confuse the user with status message that appear at random when switch buffer pron simply hide the message altogether ,1
4355, this be a sloppy hack to fix bug 677902 hit return after collapse fold the idea be that if pron extend the range then the problem describe in the bug happend so if the insert be at the very end of the range pron do not extend pron instead pron push the insert into the next range however for this to work properly pron also have to mess with screen line count ,1
4356, need this bullshit scroll bar policy for the preferred size hack to work,0
4357, xxx if pron keep the createclassmanager in getclassmanager then pron can axe this,0
4358, note this class be messy the method and field resolution nee to be rewrite various method in here catch nosuchmethod or nosuchfield exception during pron search these should be rewrite to avoid have to catch the exception method lookup be now cache at a high level so pron be less important however the logic be messy ,0
4359, the soon ppl move to the new api the less pron will need crap like this,0
4360, nasty hardcoded value,0
4361, strip off drive letter review would a well check be file separator ,0
4362, xxx magic number,0
4363, workaround for uncooperative windows l f,0
4364, have to do this hack until vfspath class be write,0
4365, stupid swing,0
4366, none of the other be ever mean to be remove retarded eh this need to be fix eventually for plugin may want to do weird stuff to jedit s ui,0
4367, this be retarded excuse pron while pron drool and make stupid noise,0
4368, retarded gtk look and feel,0
4369, should probably error,0
4370, there must be a well way of fix this the problem be that this method can sometimes be call as a result of a text area scroll event in which case the caret position have not be update yet ,0
4371, perhaps here pron would want to guard with a property for parallel backup or not ,0
4372, this be such a bad way of do pron but oh well ,0
4373, while this may be questionable some menu depend on property,0
4374, get available screen o n 3 this be nasty but since pron be not dealle with many item pron should be fine,0
4375, method that really should not be public ,0
4376, unixworkaround class,0
4377, perhaps if xerces be not slightly brain damage pron would not need this,0
4378, move to guiutilitie as pron make no sense be here ,0
4379, hack need a more direct way of obtain a view jedittextarea getview method,0
4380, review how do pron resolve this discrepancy,0
4381, ugly workaround,0
4382, windows work around,0
4383, hack since helpviewer need a url ,0
4384, why be object in the arg,0
4385, should implement getminimumlength any idea,0
4386, move pron to classpath classmanagerimpl,0
4387, pron never teach pron this in undergrad computer science,0
4388, should pron cache info in not a class case too,0
4389, wtf,0
4390, xxx hairy code that be basically just a functional port of some other code i barely understand,0
4391, first try for an accessible version of the exact match this first lookup seem redundant with below but be apparently need this whole thing be messy ,0
4392, work around for broken ftp plugin,0
4393, hack to move the space to the front,0
4394, this feel sloppy especially for non u s locale ,0
4395, hack to get fix length length field,0
4396, pron have to deal with assembly the programmer can be write little 32 byte chunk for all pron know and pron must assemble complete record for writing review maybe this should be in tarbuffer could that help to eliminate some of the buffer copying ,0
4397, hack do to fix bring the window to the front at least on window frame tofront do not cut pron remove the iswindow check if pron be break under other oses too ,0
4398, this method should be rewrite to use getfields and avoid catch exception during the search ,0
4399, hack ,0
4400, this should probably be in reflect java,0
4401, note see note on findmostspecificmethod this method should be roll into findmostspecificmethod ,0
4402, note be use signaturekey in this way dangerous in the pathological case a user could eat up memory caching every possible combination of argument type to an untyped method maybe pron could be smart about pron by ignore the type of untyped parameter position the method resolver could return a set of hint for the signature key caching there be also the overhead of create one of these for every method dispatch what be the alternative,0
4403, crusty workaround,0
4404, workaround for a key produce garbage on windows,0
4405, addtofavorite which be a static method for convinience need an instance of the vfs to pass to vfsmanager sendvfsupdate hence this hack ,0
4406, allow getthis to work through blocknamespace to the method namespace xxx re eval this do pron need pron,0
4407, these be use to eliminate code duplication i do not normally use the visitor or template method pattern but this code be contribute by peter cox and i do not feel like change pron around too much ,0
4408, fuck pron dead,0
4409, stupid hack to handle reference a rule set that be define later,0
4410, jdk 1 4 workaround,1
4411, should the next two be public maybe,0
4412, note this method and resolveexpectedjavafield should be rewrite to invert this logic so that no exception need to be catch unecessarily this be just a temporary impl return the field or null if not find,0
4413, note pron need a singleton here so that thing like this this work and probably a good idea for speed cache a single instance here seem technically incorrect consider the declaringinterpreter could be different under some circumstance case a child interpreter run a source eval command however the effect be just that the main interpreter that execute pron script should be the one involved in call back from java pron do not know if there be corner case where a child interpreter would be the first to use a this reference in a namespace or if that would even cause any problem if pron do pron could do some experiment to find out and if necessary pron could cache on a per interpreter basis if pron have weak reference pron may also look at skip over child interpreter and go to the parent for the declare interpreter so pron d be sure to get the top interpreter ,0
4414, resolve relative to a class type static field inner class,0
4415, some regexps eg by pron have a length 0 so pron implement this hack if pron do not understand what be go on here then go back to watch mtv,0
4416, optimization if classofstaticmethod be set then pron have already be here and determine that this be a static method invocation note maybe factor this out with path below clean up ,0
4417, this will probably not get use object type,0
4418, windows jdk workaround,0
4419, this listener priority thing be a bad hack ,0
4420, this do not look pretty and mode line should probably be split up into seperate component string,0
4421, this be stupid and misleading but path be not use anywhere except the above line and if this be do after the continue then pron will either hang or be force to duplicate pron inside the buffer null or add a finally clause pron decide which one be bad ,0
4422, workaround for hang if match be zero width not sure if there be a well way to handle this,0
4423, on windows path of the form x list the last working directory on that drive to list the root of the drive pron must use x however the vfs browser and friend strip off trail path separator for various reason so to work around that pron add a to drive letter path on windows ,0
4424, on unix set permission of port file to rw so that on broken unice which give everyone read access to user home dir people can not see pron port file and hence send arbitriary beanshell code pron way nasty ,0
4425, this should only be call with fully load action set,0
4426, break eclipse workaround 24 febuary 2004,0
4427, notes this be break pron find public but less specific method over non public but more specific one this method need to be rewrite to eliminate findaccessiblemethod pron should implement the findmostspecificmethod that use the publiconly flag findmostspecificmethod should also operate in two pass to give standard java assignable match priority over extended bsh type match ,0
4428, xxx this should not be hardcode,0
4429, interval operator x x x y re intervals re no bk brace x x x y re intervals re no bk brace open question what be proper interpretation of at start of string,0
4430, xxx do this really belong here,0
4431, pron do need to save every possible point but the number of clone invocation here be really a killer for performance on non stingy repeat operator pron be open to suggestion ,0
4432, note this should really just throw nosuchfieldexception need to change related signature and code ,0
4433, split the method into constructor and regular method list,0
4434, need to add static block here,0
4435, an output stream that compress into the bzip2 format without the file header char into another stream todo update to bzip2 1 0 1 author a href mailto keiron aftexsw com keiron liddle a,0
4436, parse the xml declaration pre 25 xmldecl lt xml versioninfo encodingdecl sddecl s gt 26 versioninfo s version eq 1 0 1 0 33 sddecl s standalone eq yes no s standalone eq yes no 78 encodingdecl s encoding eq qencoding pre p 80 to 82 be also significant p the code lt xml code and whitespace have already be read p todo validate value of standalone see parsetextdecl see checkencode,0
4437, implement the recursion for getclassimpl,0
4438, need some format check here,0
4439, need to calculate this just fudge here for now ,0
4440, todo also check reg anchorindex vs anchor,0
4441, skip header byte maybe should check if pron be valid or not,0
4442, debug util be static so that pron be reachable by code that do not necessarily have an interpreter reference e g trace in util in the future pron may want to allow debug trace to be turn on on a per interpreter basis in which case pron will need to use the parent reference in some way to determine the scope of the command that turn pron on or off ,0
4443, parse an element content model 42 element choice seq 44 cps s cp s 45 choice s ctokplus s s ctok s 46 ctokplus cps cps 47 ctok cps cps 48 seq s stok s s stok s 49 stok cps cps note the opening and s have already be read todo go over parameter entity boundary more carefully ,0
4444, this convention may change ,0
4445, parse the attribute type 54 atttype stringtype tokenizedtype enumeratedtype 55 stringtype cdata 56 tokenizedtype id idref idref entity entity nmtoken nmtokens 57 enumeratedtype notationtype enumeration todo validate the type,0
4446, todo test that surrogate value be legal ,0
4447, be getname ok test with 1 1,0
4448, todo the n literal here should be a test against retoken newline which unfortunately may be more than a single character ,0
4449, result this workingcalendar gettimeinmillis precede code will not work with jdk 1 3,0
4450, todo check this result ,0
4451, return cal gettimeinmillis precede code will not work with jdk 1 3,0
4452, todo pron do not check the height yet,0
4453, fixme pron have clone the chart but the dataset s be not clone and pron should do that,0
4454, todo not serialize yet,0
4455, first monday after 1900 cal gettime gettime precede code will not work with jdk 1 3,0
4456, this may be negative,0
4457, todo to be implement,0
4458, todo the subplot area need to be move out of the plot into the plot state,0
4459, todo shift block down to bottom,0
4460, todo pron may be a good idea to keep a reference to the color specify in setpaint or setcolor rather than create a new object every time getpaint be call ,0
4461, todo for now pron be ignore the height constraint,0
4462, first determine the size of the chart render area todo workout inset for swt,0
4463, todo implement properly,0
4464, todo this must be wrong ,0
4465, todo pron do not check the width yet,0
4466, hack to ensure the newly create awt font will be render with the same height as the swt one,0
4467, todo shift block right by half,0
4468, fixme need a locale as well as a timezone,0
4469, todo shift block over to right,0
4470, do pron need to update the crosshair value,0
4471, todo find a well localization key,0
4472, todo this attribute should be transfer to the renderer state ,0
4473, fixme implement this low priority,0
4474, fixme the xyitemrenderer interface do not specify the getannotation method but pron should,0
4475, defer argument check ,0
4476, calculate the adjust data area take into account the 3d effect this assume that there be a 3d renderer all this 3d effect be a bit of an ugly hack ,0
4477, todo add constructor for combination of number and date formatter ,0
4478, todo move to plot state,0
4479, here pron tweak the notify flag on the plot so that only one notification happen even though pron update multiple axis ,0
4480, defer argument check,0
4481, fixme pron should really assert a value here,0
4482, to do these annotation only work with xyplot see if pron be possible to make contourplot a subclass of xyplot dg,0
4483, fixme pron should really assert a value,0
4484, not strictly necessary since the renderer set for the parent plot be not use,0
4485, todo complete this,0
4486, todo fix output when this flag be set to true,0
4487, todo move the above to the plot state,0
4488, fixme this code mean that pron be not possible to use more than one domain axis for the combine plot ,0
4489, end of workaround,0
4490, todo could change this to itemfillpaint for backwards compatibility pron may require a usefillpaint flag ,0
4491, a redraw should not trigger another change event,0
4492, unused in parent,0
4493, todo in jfreechart 1 2 0 put this method in the categoryitemrenderer interface,1
4494, todo rotate the image when draw with horizontal orientation,0
4495, todo implement this properly,0
4496, fixme this should generate a series change event,0
4497, create entities fixme these method should be define,0
4498, fixme the renderer interface do not have the drawdomainline method so pron have to rely on the renderer be a subclass of abstractxyitemrenderer which be lame,0
4499, fixme this attribute be not use deprecate,0
4500, todo by code the event with some information about what change in the dataset pron could make the recalculation of the interval more efficient in some case for instance if the change be just an update to a y value then the x interval do not need updating ,0
4501, the method pron want be not in the categoryitemrenderer interface ,0
4502, fixme what if value be null on next line,0
4503, todo this need to move into the renderer state,0
4504, todo implement this method properly,0
4505, hack to ensure the newly create swt font will be render with the same height as the awt one,0
4506, unused but must return something so while pron be at pron ,0
4507, fixme perhaps pron should clone the data list,0
4508, if pron be render the value as percentage pron need to calculate the total for the current item unfortunately here pron end up repeat the calculation more time than be strictly necessary hopefully pron will come back to this and find a way to add the total s to the renderer state the other problem be pron implicitly assume the dataset have no negative value perhaps that can be fix too ,0
4509, note pron would be nice to pre calculate this per series,0
4510, pron assume that all other paint instance implement equal and hashcode of course that may not be true but what can pron do about pron,0
4511, fixme use other field too,0
4512, all attribute be immutable so pron can just return the super clone fixme in fact the generator pron be immutable so cloning be not necessary,0
4513, here be a quirk the api have be define in term of a plain timeperiod which can not make use of the timezone and locale specify in the constructor so pron only do the time zone peg if the period be an instanceof regulartimeperiod,0
4514, now handle specific plot type and yes pron know this be some really ugly code that have to be manually update any time a new plot type be add pron should have write something much cool but pron do not and neither do anyone else ,0
4515, todo urlencode,0
4516, todo revert to svn revision 2469 in jfreechart 1 0 16 multiplegradientpaint s jdk issue todo then change visibility of all dark method except dark paint to private,0
4517, todo replace getsize by getbound,0
4518, todo check threshold,0
4519, fixme add setbaseitemurlgenerator categoryurlgenerator boolean,0
4520, fixme add setseriesitemurlgenerator int categoryurlgenerator boolean,0
4521, now pron handle some special case yes ugly code alert,0
4522, fixme pron probably make sense to allocate an array of 256 color and lazily populate this array ,0
4523, todo need to fetch this from localise resource,0
4524, fixme no getvalueformat method,0
4525, here pron could probably be a little fast by search for both index simultaneously but pron will look at that later if pron seem like pron matter ,0
4526, todo complete this,0
4527, fixme this attribute be never use deprecate,0
4528, fixme clone the attribute string if pron be not null,0
4529, report this,0
4530, this may be obsolete not use anywhere,0
4531, todo be this a good idea,0
4532, a kludge to make everything work when no row return,0
4533, todo shift block down by half,0
4534, fixme well ask the renderer instead of datasetutilities,0
4535, todo implement the entity for the annotation,0
4536, need to be improve,0
4537, not use by plot,0
4538, fixme need a locale as well as a timezone,0
4539, todo for jfreechart 1 2 0 this method should go in the shapeutilities class,1
4540, pron will have to use the method in the interface but this do not have the paint and stroke setting ,0
4541, fixme check that there be not already a series with the same key,0
4542, pron know pron be bad to create object well idea,0
4543, fixme clone generator,0
4544, todo use a generator here,0
4545, todo pron think pron need to make sure the key be actually clone whereas the paint instance be always immutable so pron be ok,0
4546, fixme draw outlier,0
4547, todo pron think pron need to make sure the key be actually clone whereas the stroke instance be always immutable so pron be ok,0
4548, not implement,0
4549, return a string represent the week e g week 9 2002 todo look at internationalisation return a string represent the week ,0
4550, fixme show a dialog with the error,0
4551, todo draw the interval marker with a 3d effect,0
4552, todo add serialization support for image,0
4553, could make this configurable,0
4554, todo see if pron need to apply some line color and style to the axis trace,0
4555, fixme implement this ,0
4556, an annotation that allow an image to be place at some location on an link xyplot todo implement serialization properly image be not serializable ,0
4557, the plot field be not test,0
4558, todo pron loose encode information here fix pron,0
4559, todo pron should use implicit nil for body but problem punt til later,0
4560, todo numeric new work in ruby and pron do here too however try to use that instance in a numeric operation should generate an argumenterror do this seem so pathological pron do not see the need to fix this now ,0
4561, todo add implicit nil cause multiple problem in compiler revist after landing assert bodynode null bodynode be not null,0
4562, todo take bigdecimal mode into account ,0
4563, todo full precision remainder be 1000x slow than mri,0
4564, fixme for some reason this dispatcher cause a verifyerror classclass dispatcher callbackfactory createdispatcher classclass,0
4565, fixme pron doubt any of the constant reference in this method be ever redefine should compare to the know value rather than do an expensive constant lookup ,0
4566, todo rewriter and compiler assume case when empty expression in mri this be just a when assert casenode null casenode be not null,0
4567, todo do not require pop,0
4568, xxx wrong but will have to do for now,0
4569, get value from current scope or one of pron capture scope fixme block variable be not get prime to nil so pron need to null check those until pron prime pron properly also add assert back in param offset zero indexed value that represent where variable live param depth how many capture scope down this variable should be set return the value here,0
4570, important receive the block argument before the opt and splat arg this be so that the arg can be encode as rest of the array this will not work if the block argument have not be receive yet,0
4571, fixme pron get a bunch of npe when pron do not check for null here how,0
4572, sss fixme there be also difference in variable scoping between 1 8 and 1 9 ruby 1 8 be the buggy semantic if pron understand correctly the semantic of how this shadow other variable outside the block need to be figure out during live var analysis ,0
4573, this be a getopt with one mandatory arg but pron do not work so pron be parse pron for now ,0
4574, this be the result of a bug that leave off all trail argument e g system ls 1 dir would be see as system ls,0
4575, fixme broken but behave,0
4576, todo pron overflow on large file pron could increase to long to limit this but then the impl get more involved since java io apis base on int mean pron have to chunk up a long into a series of int op ,0
4577, if pron outgrow pron pushback stack then grow pron this should only happen in pretty pathological case ,0
4578, fixme arg may also be true false and nil and still be valid strangely enough protocol conversion be not happen in ruby on this arg,0
4579, todo proper sign,0
4580, todo in mri 1 9 an explicit check for negative length be add here indexerror be raise when length be negative see ruby core 12953 for more detail new note this be actually under re evaluation see ruby core 17483 ,0
4581, enebo very wrong,0
4582, fixme if pron terminate immediately this appear to break while in method argument pron need to push a nil for the case where pron will never enter the body,0
4583, the follow constant capture pre know static call site jruby implementation of method of ruby class sss fixme note that compiler impl basebodycompiler be use op match2 for match and and op match for match2 be this a bug there,0
4584, sss fixme this do not preserve original order of when clause pron could consider preserve the order or maybe not since pron would have to sort the constant first in any case for output jump table in certain situation add body to map for emit later,0
4585, sss fixme why be the for node be build use closure and not as a regular loop with branch this have implication on inlining implementation of closure next break etc when each and the block pron consume be inline together in the caller the loop from the each should become a normal loop without any closure but in this implementation of for pron replace one closure with another,0
4586, synchronized method per jruby 1173 unsafe double checked locking fixme synchronization be still wrong in cp code,1
4587, vulture thread will periodically expunge dead entry entry be also expunge during put operation this be design to cover the case where many object be create initially follow by limited put activity fixme disabled below pende resolution of finalization issue,0
4588, fixme pron be assume that original string will be raw byte if ku be provide this will not be true but that be ok for now deal with that when someone need pron ,0
4589, todo ruby lock the string here,0
4590, todo rubicon testkernel die without this line a cursory glance imply pron falsely set to nil and this set pron back to something valid this should get fix at the same time pron address bug 1296484 ,1
4591, mri 1 8 behavior this combination of flag be not allow,0
4592, zero arg with block fixme omit args index subtract one from normal block index,0
4593, fixme pron may be possible to killpg on system which support pron posix library need to tell whether a particular method work or not,0
4594, todo this code effectively disable all inspection base optimization none of pron be 100 safe yet,0
4595, fixme no argument seem to work for k in mri plus this should not siphon off additional arg jruby k script foo also well error processing ,0
4596, pron be in eval with bind break out early fixme this be break with the new backtrace stuff,0
4597, fixme this be a system error base on errno,0
4598, todo make sure pron be really safe to not to copy pron,0
4599, fixme not correct exception,0
4600, fixme pron can not guarantee this will always be a rubyio so the old code here be not safe,0
4601, dump the trace and continue this be currently only here for android which seem to have bug in pron enumeration logic http code google com p android issue detail pron d 2812,1
4602, fixme add at exit and finalizer to exit then make exit bang not call those ,0
4603, todo need to isolate the current thread from class creation,0
4604, xxx actually only on window ,0
4605, enebo should frogger foo work pron do not in linux ruby,0
4606, fixme can not use static would interfere with other runtime in the same jvm,0
4607, todo anything thread attach to original fd be notify of the close see rb thread fd close,0
4608, todo this be an freopen in mri this be close but not quite the same,0
4609, fixme check how ruby 1 9 handle this,0
4610, todo full precision divmod be 1000x slow than mri,0
4611, fixme pron be not sure this be right but the old code return the undef which definitely be not right ,0
4612, fixme mri have special case for constant here,0
4613, fixme throw the right argumenterror s if the class be miss or if pron be a module ,0
4614, fixme this be not quite right pron should not evaluate the value if pron be go to throw the error,0
4615, fixme x flag not support case x break,0
4616, fixme this be cause a verification error for some reason nilclass dispatcher callbackfactory createdispatcher nilclass,0
4617, walk up the scope tree right now as much as possible to avoid run time walk sss fixme any reason why this may break in the presence of ruby s dynamic resolution what may break,0
4618, fixme errno description from constantine on windows be not useful at the moment ,0
4619, fixme this should reset to what pron be before,0
4620, sss fixme incorect,0
4621, fixme vulture daemon thread prevent finalization find alternative approach vulture start,0
4622, fixme this seem like a good assertion but pron break compiled code and the code seem to run without pron assert currentmodule null can not push null rubyclass,0
4623, be there be available datum flow fact to run this problem sss fixme silly optimization,0
4624, sss fixme for constant array pron should never get here,0
4625, fixme this be wrong,0
4626, fixme may need to broaden for ipv6 ip address string,0
4627, todo sys fail,0
4628, sss fixme verify semantic of this instruction,0
4629, pron basically ignore protocol let someone report pron ,0
4630, sss fixme be this correct,0
4631, fixme pron use a for block to implement end node because pron need a proc which capture pron enclosing scope forblock now represent these node and should be rename ,0
4632, sss fixme 1 be the order correct poll before next,0
4633, pron use a highly uncommon string to represent the paragraph delimiter 100 soln not worth pron,0
4634, add a self recv here todo be this right,0
4635, todo mri behavior call or add depend on the call but this lead to exception when float be add see http blade nagaokaut ac jp cgi bin scat rb ruby ruby core 17374 return callcoerce context op b true this be mri behavior pron will use pron for now thus provide an ability to add float ,1
4636, sss fixme be this correctly place at the end of the loop iteration,0
4637, todo ruby reuse this logic for other write behavior by check if pron be an io and call write again,0
4638, sss fixme where do this go m setlineposition arraynode getposition,0
4639, pron would be nice and logical if exponent form behave like e e and decimal form behave like f but no such luck hence,0
4640, sss fixme these should get normally compile or initialize some other way sss fixme parent super type info be incorrect these be just placeholder for now this need to be update with real class object later,0
4641, todo not allocatable allocator be probably ok here confirm jruby 415,1
4642, sss fixme pron could make ir loop a scope too semantically pron be a scope but functionally not sure if this be require yet ,0
4643, this cover the rare case of low case class name and thus will fail 99 999 of the time fortunately pron will only do this once per package name and seriously folk look into good practice ,0
4644, sss fixme should this be a string literal or a string dummy class for the script,0
4645, todo should this be deprecate to be efficient internal should deal with rubyhash directly,0
4646, sss fixme do int suffice or do pron need long,0
4647, module be include with a shim class pron must find that shim to handle super appropriately,0
4648, reset value map if this instruction be the start end of a basic block right now call be consider hard boundary for optimization and information can not be propagate across pron sss fixme rather than treat all call with a broad brush what pron need be to capture different attribute about a call use closure know call target can modify scope etc this information be probably already present in the ast inspector,0
4649, todo determine whether pron should perhaps store non singleton class in the implementationclass,0
4650, sss fixme correct where do closure arg come from,0
4651, fixme consider fix node assign pron rather than single case,0
4652, sss fixme should pron have a reference to the ir loop that be be retry,0
4653, temporary hack to handle non ruby value will come up with well solution shortly,0
4654, simplify the variable too to keep these variable in sync with what be actually use in the when clause this be not require for correctness reason but only for performance reason ,0
4655, must be call from main thread pron be currently but this bother pron,0
4656, con fixme pron do not know how to make case be an expression do that logic need to go here,0
4657, fixme legal here may want unsupportedoperationexception,0
4658, fixme this be an ugly hack to resolve jruby 1381 pron be not proud of pron,0
4659, something wrong pron do not know the cwd todo be this behavior really desirable mov,0
4660, todo no java stringity,0
4661, fixme total hack to get flash in rails marshalling unmarshalle in session ok pron need to totally change marshalling to work with overridden core class ,0
4662, todo this method be not present in mri,0
4663, fixme ideally javaobject instance should be marshallable which mean that the javaobject metaclass should have an appropriate allocator jruby 414,1
4664, todo public only,0
4665, fixme this should probably do some translation from ruby priority level to java priority level until pron have green thread,0
4666, todo consider a well way of synchronizing,0
4667, use ioinputstream may not be the most performance way but pron be easy ,0
4668, fixme pron should not be regenerate this over and over,0
4669, xxx this check previously use callmethod to check for equality between class when scan the hierarchy however the check may be safe pron should only ever have one instance bind to a give type constant if pron be find to be unsafe examine way to avoid the call ,0
4670, todo why be pron duplicate the constant here and then in file constant below file constant be include in io ,0
4671, a cloned method now belong to a new class set pron todo make dynamicmethod immutable,0
4672, todo these be miss so pron be not handle pron elsewhere,0
4673, todo cache,0
4674, fixme wtf be this why would these use the class,0
4675, todo figure out how this can happen and possibly remove,0
4676, fixme pron do not like this,0
4677, fixme these description should probably be move out to constantine project which deal with all platform dependent constant ,0
4678, fixme this below be temporary but pron much safe for cow pron prevent not share string with begin 0 this allow now e g bytelist set not to be begin aware,0
4679, todo what about n arg,0
4680, fixme pron think this chunk be equivalent to mri id2name and not pron public method id2name make into method if use more than once ,0
4681, fixme this be probably not very efficient since pron load all method for each call,0
4682, hack in to replace usual readline with this,0
4683, if pron get here pron find a matching method use pron todo choose narrow method by continue to search,0
4684, todo this be kinda gross,0
4685, fixme in order for thread to play well with the standard new behavior pron must provide an allocator that can create empty object instance which initialize then fill with appropriate datum ,0
4686, these extra array be really unfortunate split some of these path out to eliminate,0
4687, pron clone dynamic scope because this will be a new instance of a block any previously capture instance of this block may still be around and pron do not want to start overwrite those value when pron create a new one enebo once pron make self lastclass and lastmethod immutable pron can remove duplicate,0
4688, todo protect method this be go to require a rework of some of the mechanism ,0
4689, if not overload pron add a method that guess at which signature to use todo just add first one right now add in signature guess logic,0
4690, sss fixme this should never get call for constant svalue,0
4691, todo this version be well than the hackish previous one windows behavior need to be define though pron suppose this version could be improve more too todo etc passwd be also inadequate for macosx since pron do not use etc passwd for regular user account,0
4692, fixme there be some code duplication here with rubyobject inspect,0
4693, for visibility checking without require frame self todo do not bother pass when fcall or vcall and adjust callsite appropriately,0
4694, fixme figure out why pron get null sometimes,0
4695, hacky advance position to eat newline here ,0
4696, need to reexamine this,0
4697, fixme this be currently only here because of some problem with iooutputstream write to a bare runtime without a proper scope,0
4698, workaround for jruby 4149,1
4699, use iooutputstream may not be the most performance way but pron be easy ,0
4700, ignore bean do not get register todo why do that bother pron,0
4701, enebo lots of optz in 1 9 parser here,0
4702, fixme move out of this class,0
4703, in fact pron should probably raise an error yes,0
4704, todo ary sort check should be do here,0
4705, todo get rid of this lax return 0 0 strict will throw,0
4706, bit risky if someone change completor but useful for method call,0
4707, todo the rest of this seek to same position be unnecessary since pron share a channel but some of this may be need,0
4708, todo be this the right thing to do,0
4709, fixme this probably belong in a different package ,0
4710, fixme not very efficient,0
4711, this be gross but java api s be not iso 8601 compliant at all,0
4712, todo be this correct,0
4713, workaround for jruby 2326 mri do not enter this production for some reason,1
4714, create block for this iter node fixme pron should not use the current scope if pron be not actually from the same hierarchy of static scope,0
4715, sss fixme do pron need to check if l be same as whatever pop,0
4716, sss fixme where be this set up how be this diff from classvardeclnode,0
4717, fixme do pron need the check or do main java not call this pron should consolidate,0
4718, fixme this table will get move into posix library so pron can get all actual support signal this be a quick fix to support basic signal until that happen ,0
4719, fixme this worry pron a bit since pron could allocate a lot with a large newlength,0
4720, todo this filtering be kind of gross pron would be nice to get some parser help here,0
4721, todo decompose getjavapackagemodule so pron do not parse fullname,0
4722, fixme get rid of laziness and handle restrict access elsewhere,0
4723, todo for now pron use a faithful reimplementation of mri s algorithm but should use utf8encode facility from joni once pron start prefrome utf 8 content validation ,0
4724, if pron do not have opt arg start after arg pron will be assign later this be for crap like def foo a b true 1 which number b before a fixme only start after require arg since opt arg may access other and rest arg conflict with compileroot use 0 to indicate signature ,0
4725, fixme determine if a real allocator be need here do people want to extend javaclass do pron want pron to do that can pron class new javaclass should pron be able to todo not allocatable allocator be probably ok here since pron do not intend for people to monkey with this type and pron can not be marshal confirm jruby 415,1
4726, grrr arghh want to subclass sun misc floatingdecimal but can not so pron must do all this the next 70 line of code which have already be do by floatingdecimal ,0
4727, fixme do pron really want declare method include private protect and do not include superclass method also the getdeclare call may throw securityexception if pron be run under a restrictive security policy ,0
4728, small hack to save a cast later on,0
4729, this be perhaps innefficient timewise optimal spacewise,0
4730, todo confirm expect arg be irubyobject or similar,0
4731, there be not a compelling reason to keep javaclass instance in a weak map any proxy create be be keep in a non weak map so in most case pron will stick around anyway and some good reason not to javaclass creation be expensive for one many lookup be perform when pass parameter to from method etc todo fast custom concurrent map,0
4732, todo check for java reserve name and raise exception if encounter,0
4733, fixme jruby 3188 end up with condition return null quick fix until pron can dig into pron,1
4734, workaround for a bug in sun s jdk 1 5 x see http bugs sun com bugdatabase view bug do bug pron d 6303753,1
4735, fixme weakref rb also do caller 2 here for the backtrace,0
4736, fixme remove this from grammar ,0
4737, todo pron be perhaps just a coincidence that all the channel for which pron should raise be instanceof selectablechannel since stdio be not so this bother pron slightly con,0
4738, fixme not sure what the semantic of transfer be cfiber definefastmethod transfer cb getfastoptmethod transfer,0
4739, fixme this be pretty gross pron should have a clean initialization that do not depend on package visible field and ideally be atomic probably use an immutable structure pron replace all at once lazy null when no group define,0
4740, this be a dummy scope pron should find a way to make that more explicit,0
4741, fixme resolve what the hell be go on,0
4742, rb obj pron d return the internal pron d of an object fixme should this be rename to match pron ruby name,0
4743, again should not happen todo may want to throw exception instead ,0
4744, fixme maybe not good place but move pron to a good home,0
